Species ID	Species fullname	Number of contigs	Total contig length	N50 length	N90 length	Max length	% G+C content	% CheckM completeness	% CheckM contamination	Quality score	Phylum	Class	Order	Family	Genus	Species
M319	Agathobacter faecis M319	45	2847478	108390	42015	297122	43.71	97.58	0.48	95.18	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis
M31A	Adlercreutzia equolifaciens M31A	20	2621607	307982	63700	481369	63.34	100	0	100	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens
M31B	Collinsella M31B	36	1989878	98819	31753	297867	59.77	86.84	1.61	78.79	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M31C	Oscillospiraceae M31C	118	1517234	20011	6034	58799	60.04	80.59	1.62	72.49	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M31D	Ruminococcus bromii M31D	13	1843708	164501	104654	465744	40.85	97.72	0.34	96.02	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	Ruminococcus bromii
M31E	Ligilactobacillus salivarius M31E	44	1915811	70560	26231	332782	32.45	99.48	0	99.48	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius
M31F	Blautia obeum M31F	63	2224265	69853	17686	224376	43.27	83.13	0.63	79.98	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia obeum
M320	Bacteroides fragilis M320	50	4741919	169379	52132	400437	43.25	98.44	0	98.44	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
M321	Ruminiclostridium siraeum M321	35	2643893	139961	46553	237541	45.12	98.99	0	98.99	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium siraeum
M322	Oscillospiraceae M322	36	2423510	109608	38619	161006	56.38	90.6	1.01	85.55	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M323	Paraprevotella M323	63	2916788	70769	20251	201301	43.54	89.91	0.31	88.36	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
M324	Oscillospiraceae M324	70	2650322	57865	18462	193412	56.28	95.75	0	95.75	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M325	Dialister M325	85	2268455	37816	13347	177427	52.16	98.73	0	98.73	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA
M326	Sutterella wadsworthensis M326	116	2210600	36290	8586	198490	62.91	96.27	0	96.27	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis
M327	Haemophilus parainfluenzae M327	139	1881089	21690	6380	66247	39.48	96.15	3.95	76.4	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
M328	Catenibacterium M328	115	2152614	30353	9650	90445	33.61	100	0	100	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
M329	Duodenibacillus M329	83	2281422	43364	12206	152535	56.97	96.25	1.25	90	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	NA
M32A	Duodenibacillus massiliensis M32A	128	1952430	22888	7213	70566	57.13	95.62	0	95.62	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus massiliensis
M32B	Oscillibacter M32B	40	1734436	59351	23580	188936	60.98	89.93	0	89.93	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M32C	Oscillospiraceae M32C	42	1984566	84752	26834	217466	60.87	97.99	0	97.99	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M32D	Veillonella M32D	19	1482781	104071	40119	350853	44.51	96.71	0.2	95.71	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
M32E	Aggregatibacter segnis M32E	26	1931629	115060	35939	308334	42.6	95.88	0.11	95.33	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis
M32F	Megamonas funiformis M32F	78	2319830	52203	14359	139281	31.38	100	0.63	96.85	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis
M330	Agathobaculum M330	55	2031550	76789	17500	202367	58.21	97.32	0.67	93.97	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
M331	Pseudobutyrivibrio M331	28	2324931	145657	34326	324729	41.02	96.14	0.64	92.94	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Pseudobutyrivibrio	NA
M332	Catenibacterium mitsuokai M332	221	2162167	14440	4499	67370	33.94	95.75	0	95.75	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	Catenibacterium mitsuokai
M333	Mogibacterium M333	176	1507369	11684	4052	54654	51.18	85.7	0	85.7	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	NA
M334	Faecalitalea cylindroides M334	103	1642264	28823	7319	61989	35.01	95.28	2.29	83.83	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides
M335	Alistipes M335	17	2631737	293415	73213	697447	57.42	99.04	0.48	96.64	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M336	Butyricimonas virosa M336	90	4460040	84892	24005	200889	42.47	99.46	0	99.46	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas virosa
M337	Eggerthella M337	13	1933135	233856	65648	517523	45.54	100	0.12	99.4	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	NA
M338	CAG-611 M338	34	1258410	69498	18354	163107	28.32	74.72	2.36	62.92	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M339	Acutalibacteraceae M339	39	3163805	122898	57161	266103	57.02	96.64	0	96.64	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M33A	Ruminococcaceae M33A	168	2175068	17424	6376	58195	53.1	92.45	0.67	89.1	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M33B	Mediterraneibacter lactaris M33B	82	2382314	47326	15279	108079	43.21	99.42	0	99.42	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris
M33C	CAG-611 M33C	31	1363985	66215	22657	289814	26.86	93.82	0	93.82	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M33D	Eubacterium M33D	80	3352933	60603	24064	317471	42.97	99.78	0.67	96.43	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M33E	Faecalimonas nexilis M33E	40	2503475	115092	46074	254892	40.52	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas nexilis
M33F	Fusobacterium varium M33F	154	3590171	43124	11130	149322	28.85	100	2.25	88.75	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
M340	Phascolarctobacterium faecium M340	78	2071270	42213	11460	128348	44.4	99.38	0.6	96.38	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium
M341	Collinsella M341	23	2363607	157313	67699	355250	59.89	97.58	0.81	93.53	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M342	Collinsella M342	22	2303367	156861	56071	280943	59.58	100	0.81	95.95	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M343	Agathobacter rectalis M343	58	2566313	63724	24793	121758	41.92	99.52	0	99.52	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
M344	Ruminococcaceae M344	99	2695186	40531	13217	112103	42.91	97.99	0	97.99	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M345	Methanobacteriaceae M345	80	1721699	31867	10405	242516	27.19	99.2	0.2	98.2	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacteriaceae_NA	NA
M346	Acutalibacteraceae M346	39	2921621	104602	33840	251381	51.69	97.99	1.34	91.29	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M347	Streptococcus M347	88	1784844	37644	9341	74543	41.18	98.87	2.01	88.82	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
M348	Oscillospiraceae M348	30	2056968	108592	36533	355624	59.98	87.25	0	87.25	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M349	Clostridium M349	40	1647288	83081	26756	131205	27.44	75.33	0	75.33	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M34A	Ruminococcus M34A	39	2042039	115638	24100	416831	39.46	98.66	0.34	96.96	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	NA
M34B	Oscillospiraceae M34B	36	2041005	89753	30627	185271	57.12	88.93	0	88.93	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M34C	Gastranaerophilaceae M34C	25	2031730	140043	43917	417804	30.58	88.03	0.85	83.78	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae_NA	NA
M34D	CAG-611 M34D	75	943523	18966	5023	62048	24.37	91.57	1.28	85.17	Tenericutes	Mollicutes	Mycoplasmatales	CAG-611	CAG-611_NA	NA
M34E	Ruminococcus M34E	167	2145818	17318	6196	73669	46.83	95.97	1.01	90.92	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	NA
M34F	Muribaculaceae M34F	23	2540246	171920	57623	430186	57.61	95.85	1.38	88.95	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NA	NA
M350	Barnesiella intestinihominis M350	12	3110339	444496	261672	580499	43.37	99.62	0	99.62	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
M351	Lachnospira M351	327	2327110	9407	3566	30931	32.81	89.37	0	89.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
M352	Coprococcus M352	32	2597645	110126	41911	220980	41.13	100	0	100	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
M353	Angelakisella M353	35	1926599	80791	24487	537245	57.13	85.68	0	85.68	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	NA
M354	Clostridiaceae M354	59	1459202	61810	9888	132430	26.78	76.89	2.91	62.34	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_NA	NA
M355	Mycoplasma M355	87	1165476	17864	6773	105734	25.63	91.29	1.12	85.69	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
M356	Ruminococcaceae M356	65	1779947	49465	11431	195118	48.62	87.47	0	87.47	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M357	Collinsella M357	33	2170849	90599	36859	276308	59.79	95.97	0.81	91.92	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M358	Eggerthella M358	442	3534431	10937	3492	77776	66.55	77.16	2.82	63.06	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	NA
M359	Bacteroides clarus M359	42	3816619	163638	44422	395518	45.37	98.26	0	98.26	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
M35A	Faecalimonas umbilicata M35A	26	2513167	148218	49480	293443	42.04	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata
M35B	Lachnospiraceae M35B	82	3221054	70853	19994	191996	36.52	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M35C	Phocea massiliensis M35C	29	2246743	154495	45658	295229	56.51	95.3	0.67	91.95	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Phocea	Phocea massiliensis
M35D	Odoribacter splanchnicus M35D	67	4013494	92614	30094	189747	43.27	99.46	0	99.46	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus
M35E	Lachnospira M35E	56	2825400	77802	25613	262573	35.86	97.99	0	97.99	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
M35F	Eubacterium M35F	248	1761216	8728	3391	37714	38.04	84.14	0	84.14	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Eubacterium	NA
M360	Eubacterium ventriosum M360	66	2404285	91435	20185	188176	34.28	99.33	0	99.33	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	Eubacterium ventriosum
M361	Akkermansia muciniphila M361	19	2782798	251054	69836	509335	55.6	97.96	0	97.96	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
M362	Ruminococcus M362	74	2810178	66749	21454	278689	44.4	99.45	0.63	96.3	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Ruminococcus	NA
M363	Collinsella M363	185	1916961	13227	5012	60105	60.23	92.24	1.08	86.84	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M364	Erysipelatoclostridium M364	412	1622456	4187	2389	15512	29.96	71.01	0.94	66.31	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
M365	Blautia obeum M365	62	3109987	132893	22527	421741	41.93	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia obeum
M366	Acutalibacteraceae M366	94	1963911	28268	10850	112698	45.96	90.6	0.67	87.25	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M367	Prevotella M367	111	3263965	47332	14941	164098	43.29	93.11	2.57	80.26	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M368	Alistipes indistinctus M368	12	2782889	414595	133944	708525	54.82	100	0	100	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus
M369	Paraprevotella xylaniphila M369	64	3531320	89666	33101	380988	48.7	98.67	0	98.67	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila
M36A	Collinsella M36A	45	2205436	79427	27554	151729	60.15	98.39	0.81	94.34	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M36B	Eubacterium M36B	28	2618936	241440	49791	527183	40.86	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Eubacterium	NA
M36C	Oscillospiraceae M36C	17	2032660	209973	69061	485146	62.08	93.29	0	93.29	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M36D	Ruminococcaceae M36D	164	2108192	20048	5502	75115	43.83	86.41	0.84	82.21	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M36E	UMGS1840 M36E	58	3408695	100333	32288	313511	44.44	99.33	2.01	89.28	Firmicutes	Clostridia	Clostridiales	UMGS1840	UMGS1840_NA	NA
M36F	Oscillibacter M36F	64	2219673	64187	19390	187164	59.87	89.26	0.67	85.91	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M370	Ruminococcus M370	46	2026827	84590	25950	122363	45.68	75.17	0	75.17	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	NA
M371	Gastranaerophilaceae M371	35	1949960	95656	24319	347105	32.14	89.74	1.14	84.04	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae_NA	NA
M372	Borkfalkiaceae M372	53	2022175	57164	20117	342607	45.16	94.15	0.81	90.1	Firmicutes	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NA	NA
M373	Acetatifactor M373	174	3256710	25803	10389	96165	45.79	79.82	1.75	71.07	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	NA
M374	Anaerotruncus colihominis M374	213	2748970	18328	6331	58002	55.22	94.3	0.89	89.85	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	Anaerotruncus colihominis
M375	Alistipes M375	461	2927844	7712	3326	29239	59.69	79.81	3.61	61.76	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M376	UMGS1253 M376	31	2366464	110942	33205	379998	49.4	96.31	0.67	92.96	Firmicutes	Clostridia	Monoglobales	UMGS1253	UMGS1253_NA	NA
M377	Blautia M377	135	2235702	32324	6226	286395	42.8	87.92	0	87.92	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M378	Prevotella M378	35	3010208	127459	44919	338460	52.11	88.89	0	88.89	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M379	Clostridia M379	429	1796678	4399	2490	23876	44.73	73.54	0.67	70.19	Firmicutes	Clostridia	NA	NA	NA_NA	NA
M37A	Collinsella tanakaei M37A	37	2411173	85730	34276	216771	60.27	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella tanakaei
M37B	Bacteroides cellulosilyticus M37B	116	6555998	112793	28714	307629	42.7	97.76	0.74	94.06	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
M37C	Parabacteroides distasonis M37C	41	4866759	166440	62622	490265	45.08	99.42	0	99.42	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
M37D	Fusicatenibacter saccharivorans M37D	28	2671662	115639	49544	355283	48.38	96.41	0	96.41	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
M37E	Clostridium M37E	91	1622171	31386	7768	88583	26.05	78.51	1.9	69.01	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M37F	CAG-74 M37F	478	2147714	5151	2529	20493	63.48	81.51	2.8	67.51	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M380	Christensenella minuta M380	339	2503724	9809	3540	46645	51.84	91.05	2.31	79.5	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella minuta
M381	Clostridium M381	68	1908496	38276	14371	164713	42.63	96.69	0.71	93.14	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_Clostridium	NA
M382	Massilioclostridium M382	79	3168529	62541	18726	172091	53.3	98.66	0	98.66	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Massilioclostridium	NA
M383	Enterococcus M383	220	2631422	15672	6124	73943	43.81	96.71	1.62	88.61	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
M384	Enterococcus faecium M384	73	2348323	55250	15700	130217	38.3	99.63	0	99.63	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
M385	Pseudoflavonifractor M385	69	3954839	91577	28883	312195	62.18	98.66	0.67	95.31	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	NA
M386	Hungatella M386	26	4760865	316111	112077	908031	42.04	99.37	0.63	96.22	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	NA
M387	Bacteroides thetaiotaomicron M387	77	5966662	162345	37896	390001	42.6	99.46	0.08	99.06	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
M388	Ruminococcaceae M388	280	2929863	16010	4674	70774	54.51	93.13	0.67	89.78	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M389	Hungatella effluvii M389	322	5891806	26073	9293	80523	49.76	96.6	0.95	91.85	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella effluvii
M38A	Blautia hominis M38A	236	5773510	37523	12251	197540	46.26	98.15	0.85	93.9	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hominis
M38B	Erysipelatoclostridium M38B	60	3163914	89040	29652	260170	31.65	98.11	0.94	93.41	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
M38C	Paraeggerthella hongkongensis M38C	71	2106937	42364	14611	165169	61.97	78.83	1.7	70.33	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	Paraeggerthella hongkongensis
M38D	Blautia M38D	30	2753867	180445	41417	318335	41.16	98.73	0	98.73	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M38E	Alistipes onderdonkii M38E	64	3257685	98755	24728	185437	59.23	99.28	0.48	96.88	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii
M38F	Clostridium M38F	82	2762775	65913	14838	209372	42.24	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M390	Ruminococcus M390	267	2119200	11200	3394	68197	49.6	85.61	2.57	72.76	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	NA
M391	Parasutterella excrementihominis M391	87	2659214	49147	15992	201461	48.52	100	0.11	99.45	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella excrementihominis
M392	Weissella confusa M392	28	2078011	129884	37141	302261	45.04	98.47	0	98.47	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella confusa
M393	Phocaeicola coprocola M393	53	3097691	102312	33523	203323	40.73	98.13	0	98.13	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola
M394	Dialister M394	136	2426453	27474	8062	131431	51.83	96.12	0.02	96.02	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA
M395	Bacteroidaceae M395	116	3911234	58217	18101	267054	42.3	92.48	2.04	82.28	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae_NA	NA
M396	Azospirillum M396	48	1808077	55688	15576	253824	49.05	97.85	0	97.85	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	NA
M397	Parabacteroides goldsteinii M397	54	6261991	172918	86654	303717	43.39	99.23	0.38	97.33	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii
M398	Fusobacterium ulcerans M398	463	3028134	8332	2919	55678	30.41	100	1.73	91.35	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans
M399	Clostridium M399	28	1725136	104588	37455	302954	25.81	75.89	0.34	74.19	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M39A	Hungatella M39A	104	5294150	87911	25894	213575	49.2	94.3	0.34	92.6	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	NA
M39B	Borkfalkia ceftriaxoniphila M39B	86	2358383	41586	12060	85590	52.5	93.95	0.83	89.8	Firmicutes	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia ceftriaxoniphila
M39C	Collinsella M39C	153	2118446	21279	6629	71201	60.05	98.39	0.81	94.34	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M39D	Bacteroides uniformis M39D	30	4398852	189214	76645	686839	46.5	99.26	0	99.26	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
M39E	Azospirillum M39E	63	1868439	43517	15743	121840	51.32	97.85	0	97.85	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	NA
M39F	Faecalibacterium M39F	213	1759638	10781	4072	56147	58.96	77.86	2.89	63.41	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
M3A0	Gastranaerophilaceae M3A0	15	2161594	292886	82095	471129	36.48	89.74	0.85	85.49	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae_NA	NA
